11455,405.6189880371094,159.5702667236328,92.32996368408203,0.8155998587608337,11639,0.7761892080307007,Osmancik
12745,470.3039855957031,205.09268188476562,79.50904083251953,0.9217966794967651,12940,0.5331743359565735,Cammeo
14755,499.8179931640625,202.61227416992188,95.51608276367188,0.8819072246551514,15123,0.6005290746688843,Cammeo
13289,467.31500244140625,194.88418579101562,87.81411743164062,0.892727792263031,13628,0.6953950524330139,Cammeo
15778,515.2730102539062,214.037841796875,95.49766540527344,0.8949472904205322,16283,0.6862983703613281,Cammeo
11956,438.89599609375,184.64370727539062,83.21842193603516,0.892676830291748,12121,0.5770270228385925,Cammeo
16318,537.447021484375,232.0368194580078,90.71050262451172,0.9204197525978088,16592,0.5981671810150146,Cammeo
12735,440.7330017089844,175.24607849121094,94.10066986083984,0.8436057567596436,13037,0.7996860146522522,Osmancik
10784,424.1440124511719,176.9599609375,78.4612808227539,0.8963316082954407,11091,0.6369005441665649,Osmancik
12968,469.34100341796875,199.905029296875,83.03522491455078,0.9096510410308838,13243,0.6412500739097595,Cammeo
11910,427.27899169921875,173.29544067382812,88.56226348876953,0.859552264213562,12191,0.7733766436576843,Osmancik
15458,511.9519958496094,216.607666015625,91.7917251586914,0.9057700634002686,15854,0.5840480327606201,Cammeo
11919,435.2619934082031,171.84518432617188,89.98160552978516,0.8519518375396729,12168,0.6112307906150818,Osmancik
13174,480.5769958496094,203.50645446777344,83.42044067382812,0.9121235013008118,13606,0.5494661331176758,Cammeo
12546,442.0660095214844,184.26483154296875,87.304931640625,0.8806317448616028,12744,0.6788961291313171,Osmancik
16094,509.97900390625,215.54759216308594,95.61666107177734,0.8962254524230957,16403,0.7587929964065552,Cammeo
10889,409.0169982910156,165.91946411132812,84.85234832763672,0.8593387603759766,11123,0.8048041462898254,Osmancik
9679,399.8479919433594,168.53921508789062,74.09880065917969,0.898167610168457,9917,0.62509685754776,Osmancik
15198,499.6260070800781,210.63348388671875,92.94599151611328,0.8973749279975891,15521,0.746097207069397,Cammeo
12193,433.9570007324219,170.4727783203125,92.6531753540039,0.8394045233726501,12558,0.6246733665466309,Osmancik
10937,411.9580078125,165.00778198242188,85.26155090332031,0.8561590909957886,11135,0.6249714493751526,Osmancik
13335,469.7139892578125,199.29722595214844,85.91238403320312,0.9023153185844421,13657,0.6167899966239929,Cammeo
13368,487.5509948730469,202.5396270751953,86.57293701171875,0.9040451049804688,13965,0.7182462811470032,Cammeo
10272,413.6919860839844,175.9196319580078,74.96435546875,0.9046626687049866,10462,0.594788670539856,Osmancik
11264,423.3909912109375,172.13951110839844,84.22161102294922,0.8721358776092529,11476,0.7324273586273193,Osmancik
13451,485.5589904785156,205.9496612548828,84.31605529785156,0.9123544096946716,13862,0.5999553799629211,Cammeo
14828,493.5,209.903564453125,90.66991424560547,0.9018928408622742,15090,0.6065117716789246,Cammeo
15569,528.7890014648438,221.57684326171875,90.98238372802734,0.9118096232414246,16286,0.5656929016113281,Cammeo
13980,479.17999267578125,206.32904052734375,87.0367202758789,0.9066728353500366,14137,0.8610495328903198,Cammeo
13253,473.4419860839844,198.61065673828125,85.91886901855469,0.9015861749649048,13535,0.6899729371070862,Cammeo
11889,426.6470031738281,172.2679901123047,89.44281005859375,0.8546482920646667,12162,0.6115740537643433,Osmancik
11898,453.9800109863281,195.36004638671875,78.36910247802734,0.9160114526748657,12134,0.548042356967926,Cammeo
